,DisGENet_id,Disease_name,Disease_type,Disease_class,Disease_class_name
164441,C3501912,Cerebrocostomandibular-Like Syndrome,disease,F01,   Behavior and Behavior Mechanisms
164442,C3502051,"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Recessive",disease,C15,   Hemic and Lymphatic Diseases
164443,C3502052,"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Dominant",disease,C15,   Hemic and Lymphatic Diseases
164444,C3502073,"Woolly Hair, Autosomal Recessive",disease,C17,   Skin and Connective Tissue Diseases
164445,C3502075,Multiple Mitochondrial Dysfunctions Syndrome,disease,C18,   Nutritional and Metabolic Diseases
164448,C3502105,"Dyskeratosis Congenita, Autosomal Recessive",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164449,C3502105,"Dyskeratosis Congenita, Autosomal Recessive",disease,C17,   Skin and Connective Tissue Diseases
164450,C3502105,"Dyskeratosis Congenita, Autosomal Recessive",disease,C15,   Hemic and Lymphatic Diseases
164454,C3502132,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164455,C3502132,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164456,C3502132,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal",disease,C12,   Male Urogenital Diseases
164457,C3502132,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal",disease,C19,   Endocrine System Diseases
164458,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
164459,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164460,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C13,   Female Urogenital Diseases and Pregnancy Complications
164461,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C05,   Musculoskeletal Diseases
164462,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C10,   Nervous System Diseases
164463,C3502214,Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities,phenotype,C19,   Endocrine System Diseases
164464,C3502417,Amyotrophic Lateral Sclerosis 10,disease,C18,   Nutritional and Metabolic Diseases
164465,C3502417,Amyotrophic Lateral Sclerosis 10,disease,C10,   Nervous System Diseases
164466,C3502492,"Microcephaly with Chorioretinopathy, Autosomal Recessive",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164467,C3502492,"Microcephaly with Chorioretinopathy, Autosomal Recessive",disease,C11,   Eye Diseases
164468,C3502492,"Microcephaly with Chorioretinopathy, Autosomal Recessive",disease,C05,   Musculoskeletal Diseases
164469,C3502492,"Microcephaly with Chorioretinopathy, Autosomal Recessive",disease,C10,   Nervous System Diseases
164478,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164479,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C04,   Neoplasms
164480,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164481,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C17,   Skin and Connective Tissue Diseases
164482,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C12,   Male Urogenital Diseases
164483,C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,disease,C19,   Endocrine System Diseases
164496,C3538946,"DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT",disease,C23,"   Pathological Conditions, Signs and Symptoms"
164497,C3538946,"DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT",disease,C10,   Nervous System Diseases
164498,C3538946,"DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT",disease,C09,   Otorhinolaryngologic Diseases
164505,C3538951,"MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA",disease,,
164506,C3539003,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI",disease,,
164507,C3539071,NEPHRONOPHTHISIS 14,disease,,
164508,C3539123,"CEROID LIPOFUSCINOSIS, NEURONAL, 11",disease,,
164509,C3539195,"TREMOR, HEREDITARY ESSENTIAL, 4",disease,,
164510,C3539494,"SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE",disease,,
164511,C3539495,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE",disease,,
164512,C3539507,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE",disease,,
164513,C3539916,"MYOCLONUS, FAMILIAL CORTICAL",disease,,
164514,C3540450,HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA,disease,,
164515,C3540453,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F",disease,,
164516,C3540844,"CILIARY DYSKINESIA, PRIMARY, 20",disease,,
164517,C3540850,"CATARACT 4, MULTIPLE TYPES",disease,,
164527,C3541462,HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA,disease,,
164528,C3541471,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1",disease,,
164529,C3541474,"ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE",disease,,
164530,C3541517,"ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT",disease,,
164531,C3541518,"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT",disease,,
164532,C3541853,NEPHRONOPHTHISIS 15,disease,,
164533,C3542024,AORTIC VALVE DISEASE 2,disease,,
164534,C3542026,PEROXISOME BIOGENESIS DISORDER 5B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164535,C3542026,PEROXISOME BIOGENESIS DISORDER 5B,disease,C18,   Nutritional and Metabolic Diseases
164536,C3542501,Acute Infective Polyneuritis,disease,C20,   Immune System Diseases
164537,C3542501,Acute Infective Polyneuritis,disease,C10,   Nervous System Diseases
164538,C3542549,"SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE",disease,,
164539,C3542550,"CILIARY DYSKINESIA, PRIMARY, 17",disease,,
164540,C3543826,"CILIARY DYSKINESIA, PRIMARY, 19",disease,,
164543,C3550234,PEROXISOME BIOGENESIS DISORDER 2B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164544,C3550234,PEROXISOME BIOGENESIS DISORDER 2B,disease,C18,   Nutritional and Metabolic Diseases
164545,C3550273,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164546,C3550273,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164547,C3550789,"THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA",disease,,
164548,C3550856,"ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES",disease,,
164549,C3550904,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36",disease,C10,   Nervous System Diseases
164550,C3550913,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 32",disease,,
164551,C3550921,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,disease,,
164552,C3550963,"HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT",disease,C23,"   Pathological Conditions, Signs and Symptoms"
164553,C3550973,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164554,C3550973,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,disease,C18,   Nutritional and Metabolic Diseases
164555,C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1",disease,,
164556,C3552236,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7",disease,,
164557,C3553029,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8",disease,,
164558,C3553077,"MICROPHTHALMIA, SYNDROMIC 11",disease,,
164559,C3553230,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl",disease,,
164566,C3553349,"COENZYME Q10 DEFICIENCY, PRIMARY, 6",disease,,
164567,C3553354,"COENZYME Q10 DEFICIENCY, PRIMARY, 2",disease,,
164568,C3553358,"COENZYME Q10 DEFICIENCY, PRIMARY, 3",disease,,
164569,C3553374,"COENZYME Q10 DEFICIENCY, PRIMARY, 5",disease,,
164570,C3553409,"CARDIOMYOPATHY, DILATED, 2B",disease,,
164571,C3553414,"MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE",disease,,
164572,C3553418,"PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT",disease,,
164573,C3553449,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1B",disease,,
164574,C3553494,CATARACT 38,disease,,
164575,C3553512,"IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY",disease,,
164576,C3553529,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10,disease,,
164577,C3553549,"POROKERATOSIS 7, MULTIPLE TYPES",disease,,
164578,C3553571,Carbohydrate deficient glycoprotein syndrome type 2k,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164579,C3553571,Carbohydrate deficient glycoprotein syndrome type 2k,disease,C18,   Nutritional and Metabolic Diseases
164580,C3553571,Carbohydrate deficient glycoprotein syndrome type 2k,disease,C05,   Musculoskeletal Diseases
164581,C3553587,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY,disease,,
164582,C3553597,"3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME",disease,,
164583,C3553607,MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY,disease,,
164584,C3553617,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1",disease,,
164585,C3553636,"INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL",disease,,
164586,C3553661,"CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION",disease,,
164587,C3553719,AMYOTROPHIC LATERAL SCLEROSIS 18,disease,,
164588,C3553720,CFHR5 DEFICIENCY,disease,,
164589,C3553774,"INTERSTITIAL NEPHRITIS, KARYOMEGALIC",disease,,
164590,C3553831,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES",disease,,
164591,C3553841,HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA,disease,,
164592,C3553842,HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA,disease,,
164593,C3553843,HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA,disease,,
164594,C3553844,HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA,disease,,
164595,C3553886,"MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE",disease,,
164596,C3553887,"OSTEOGENESIS IMPERFECTA, TYPE XIII",disease,,
164597,C3553915,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE",disease,,
164598,C3553929,PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164599,C3553929,PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164600,C3553932,"DEAFNESS, AUTOSOMAL RECESSIVE 98",disease,,
164601,C3553936,PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164602,C3553936,PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164603,C3553937,PEROXISOME BIOGENESIS DISORDER 4B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164604,C3553937,PEROXISOME BIOGENESIS DISORDER 4B,disease,C18,   Nutritional and Metabolic Diseases
164605,C3553940,PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164606,C3553940,PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164607,C3553943,"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS",disease,,
164608,C3553947,PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164609,C3553947,PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164610,C3553948,PEROXISOME BIOGENESIS DISORDER 6B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164611,C3553948,PEROXISOME BIOGENESIS DISORDER 6B,disease,C18,   Nutritional and Metabolic Diseases
164612,C3553951,PEROXISOME BIOGENESIS DISORDER 7B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164613,C3553951,PEROXISOME BIOGENESIS DISORDER 7B,disease,C18,   Nutritional and Metabolic Diseases
164614,C3553959,PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164615,C3553959,PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER),disease,C18,   Nutritional and Metabolic Diseases
164616,C3553960,PEROXISOME BIOGENESIS DISORDER 8B,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164617,C3553960,PEROXISOME BIOGENESIS DISORDER 8B,disease,C18,   Nutritional and Metabolic Diseases
164618,C3553961,"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED",disease,C20,   Immune System Diseases
164619,C3553977,HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA,disease,,
164620,C3553989,"SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5",disease,,
164621,C3553999,PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER),disease,,
164622,C3554000,PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER),disease,,
164623,C3554001,PEROXISOME BIOGENESIS DISORDER 11B,disease,,
164624,C3554002,PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER),disease,,
164625,C3554004,PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER),disease,,
164626,C3554021,HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA,disease,,
164627,C3554042,DIAMOND-BLACKFAN ANEMIA 11,disease,,
164628,C3554046,LETHAL CONGENITAL CONTRACTURE SYNDROME 4,disease,,
164629,C3554055,PEROXISOME BIOGENESIS DISORDER 14B,disease,,
164630,C3554067,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11,disease,,
164632,C3554079,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12,disease,,
164633,C3554117,"ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE",disease,,
164634,C3554127,"ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE",disease,,
164635,C3554129,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13,disease,,
164636,C3554159,"DEAFNESS, AUTOSOMAL RECESSIVE 84B",disease,,
164637,C3554163,"DEAFNESS, AUTOSOMAL RECESSIVE 18B",disease,,
164638,C3554168,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14,disease,,
164639,C3554182,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15,disease,,
164640,C3554195,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14",disease,,
164641,C3554209,Congenital pontocerebellar hypoplasia type 8,disease,C10,   Nervous System Diseases
164642,C3554224,LEPTIN DEFICIENCY OR DYSFUNCTION,disease,,
164643,C3554225,LEPTIN RECEPTOR DEFICIENCY,disease,,
164644,C3554226,Congenital pontocerebellar hypoplasia type 7,disease,C10,   Nervous System Diseases
164645,C3554279,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2",disease,,
164646,C3554306,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 5",disease,,
164647,C3554321,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4",disease,,
164648,C3554330,"NEPHROTIC SYNDROME, TYPE 7",disease,,
164649,C3554349,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9",disease,,
164650,C3554355,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10",disease,,
164651,C3554366,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q",disease,,
164652,C3554385,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu",disease,,
164653,C3554398,"SPINAL MUSCULAR ATROPHY, JOKELA TYPE",disease,,
164654,C3554415,Distal arthrogryposis type 5D,disease,,
164655,C3554428,"OSTEOGENESIS IMPERFECTA, TYPE XIV",disease,,
164656,C3554439,Microcephalic primordial dwarfism Alazami type,disease,C23,"   Pathological Conditions, Signs and Symptoms"
164657,C3554439,Microcephalic primordial dwarfism Alazami type,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164658,C3554439,Microcephalic primordial dwarfism Alazami type,disease,C05,   Musculoskeletal Diseases
164659,C3554439,Microcephalic primordial dwarfism Alazami type,disease,C10,   Nervous System Diseases
164660,C3554439,Microcephalic primordial dwarfism Alazami type,disease,C19,   Endocrine System Diseases
164661,C3554439,Microcephalic primordial dwarfism Alazami type,disease,F03,   Mental Disorders
164662,C3554439,Microcephalic primordial dwarfism Alazami type,disease,F01,   Behavior and Behavior Mechanisms
164663,C3554446,"BRACHYDACTYLY, TYPE A1, C",disease,,
164664,C3554448,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 18",disease,,
164665,C3554449,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 19",disease,,
164666,C3554453,SPERMATOGENIC FAILURE 11,disease,,
164667,C3554462,MITOCHONDRIAL DNA DEPLETION SYNDROME 11,disease,,
164668,C3554478,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8",disease,,
164669,C3554496,LEFT VENTRICULAR NONCOMPACTION 7,disease,,
164670,C3554499,"MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE",disease,,
164671,C3554518,COWDEN SYNDROME 5,disease,,
164672,C3554519,COWDEN SYNDROME 6,disease,,
164673,C3554524,"MICROPHTHALMIA, ISOLATED 8",disease,,
164674,C3554540,LYMPHOPROLIFERATIVE SYNDROME 2,disease,,
164675,C3554574,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 9",phenotype,,
164676,C3554576,"FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE",disease,,
164677,C3554592,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9",disease,,
164678,C3554593,"RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME",disease,,
164679,C3554599,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 6",disease,,
164680,C3554649,"CARDIOMYOPATHY, DILATED, 1II",disease,,
164681,C3554654,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F",disease,,
164682,C3554656,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5",disease,,
164683,C3554663,"BLEEDING DISORDER, PLATELET-TYPE, 15",disease,,
164684,C3554686,IMMUNODEFICIENCY 11,disease,,
164685,C3554687,IMMUNODEFICIENCY 56,disease,,
164686,C3554689,"AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE",disease,,
164687,C3554690,ATAXIA-OCULOMOTOR APRAXIA 3,disease,,
164688,C3554691,"HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES",disease,,
164730,C3665382,"2,8-Dihydroxyadenine Urolithiasis",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164731,C3665382,"2,8-Dihydroxyadenine Urolithiasis",disease,C18,   Nutritional and Metabolic Diseases
164732,C3665382,"2,8-Dihydroxyadenine Urolithiasis",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164733,C3665382,"2,8-Dihydroxyadenine Urolithiasis",disease,C12,   Male Urogenital Diseases
164734,C3665488,Familial Osteochondritis Dissecans,disease,C05,   Musculoskeletal Diseases
164735,C3665704,Congenital reticular ichthyosiform erythroderma,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164736,C3665704,Congenital reticular ichthyosiform erythroderma,disease,C17,   Skin and Connective Tissue Diseases
164737,C3665732,Metastatic Dermatofibrosarcoma Protuberans,disease,C04,   Neoplasms
164738,C3668935,"Luteinizing Hormone Resistance, Female",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164739,C3668935,"Luteinizing Hormone Resistance, Female",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164740,C3668935,"Luteinizing Hormone Resistance, Female",disease,C12,   Male Urogenital Diseases
164741,C3668935,"Luteinizing Hormone Resistance, Female",disease,C19,   Endocrine System Diseases
164742,C3668940,Dmd-Associated Dilated Cardiomyopathy,disease,C14,   Cardiovascular Diseases
164743,C3669121,11-Beta-hydroxylase deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
164744,C3669121,11-Beta-hydroxylase deficiency,disease,C18,   Nutritional and Metabolic Diseases
164745,C3669121,11-Beta-hydroxylase deficiency,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
164746,C3669121,11-Beta-hydroxylase deficiency,disease,C12,   Male Urogenital Diseases
164747,C3669121,11-Beta-hydroxylase deficiency,disease,C19,   Endocrine System Diseases
164748,C3671688,Cyclic Hematopoesis,disease,C15,   Hemic and Lymphatic Diseases
